Geo_FIPS,total_pop,pop_under18_per,pop_over65_per,pop_65_alone_per,pop_male_per,chd_dec,diabetes_dec,phlth_dec,popdens,housing_dens,canopy_per,veg_per,imperv_per,mtemp_16_20,pop_edu_per,pop_renter_per,cogdif_per,pop_foreignb_per,lep_per,pop_bipoc_per,sensitivity,exposure,adaptcap,hvi,sens_pct,exp_pct,adcap_pct,hvi_pct
41051001102,1490,0.1214765101,0.1046979866,0.2692307692,0.5241610738,0.029,0.047,0.081,4710.338191,2206.587958,0.1573730688,0.001084598698,0.8061062907,86,0.3124477861,0.5026845638,0.0475177305,0.1073825503,0.02248770204,0.2201342282,-3.314555395,0.6236459067,0.1103573129,-2.580552175,8.121827411,74.61928934,57.8680203,21.82741117
41051001202,3466,0.1180034622,0.1904212349,0.05,0.5522215811,0.032,0.049,0.079,9850.959491,4237.674726,0.2943614455,0.008687258687,0.5667471042,84,0.366,0.2608193883,0.009128386337,0.07501442585,0,0.114829775,-2.860552382,0.01085948545,-0.2497068167,-3.099399713,10.65989848,45.68527919,44.67005076,13.70558376
41051001203,2631,0.07715697453,0.1174458381,0.3106796117,0.5613835044,0.023,0.036,0.08,18132.531,9297.143415,0.2966131114,0,0.6455608592,84,0.3715308863,0.7267198784,0.03167246041,0.05815279361,0.00344695519,0.1383504371,-4.377287441,1.727965479,1.143730654,-1.505591308,3.045685279,91.87817259,80.20304569,35.02538071
41051001204,2838,0.05919661734,0.06518675123,0.4162162162,0.3322762509,0.023,0.036,0.08,17774.84056,9382.209712,0.3609901218,0.1042345277,0.5426547231,82,0.4176313446,0.9066243834,0.005376344086,0.05214940099,0,0.1634954193,-4.02002606,0.7935486852,2.203527123,-1.022950253,4.568527919,78.68020305,97.46192893,41.62436548
41051001301,4082,0.1197942185,0.09186673199,0.328,0.4527192553,0.029,0.042,0.078,14378.27505,6713.618873,0.2719529473,0.002418379686,0.6590931076,85,0.3072808321,0.6104850563,0.03504611331,0.07790298873,0.004844467109,0.1251837335,-3.171814375,1.474357509,0.6685315773,-1.028925289,8.629441624,90.86294416,71.57360406,41.11675127
41051001302,3756,0.1658679446,0.07720979766,0.2689655172,0.4898828541,0.03,0.047,0.079,13185.64783,5831.033292,0.2722403341,0.01184834123,0.6070616114,84,0.27766463,0.3993610224,0.03065241845,0.08706070288,0,0.1035676251,-2.913841374,0.7242137772,-0.08712413204,-2.276751729,10.15228426,77.66497462,50.25380711,24.36548223
41051001400,5997,0.172086043,0.1048857762,0.4610492846,0.5304318826,0.028,0.045,0.086,12933.61156,5764.806355,0.2391276082,0,0.6511934766,85,0.3926803014,0.4730698683,0.06335797254,0.06870101718,0.01423299947,0.2236118059,-2.0751249,1.217780293,-0.3866899101,-1.244034517,19.2893401,87.30964467,40.10152284,39.59390863
41051001500,3789,0.2261810504,0.1021377672,0.2041343669,0.4901029295,0.036,0.056,0.092,10004.48318,3870.829333,0.3054054261,0.01008249313,0.5390742438,83,0.2827205882,0.2116653471,0.01575931232,0.05964634468,0,0.1649511745,-1.232530997,-0.5008950743,-1.017633908,-2.751059979,30.96446701,29.44162437,17.76649746,17.76649746
41051001601,5738,0.1443011502,0.2166260021,0.477071601,0.4405716277,0.057,0.078,0.116,6816.356293,2941.320701,0.335525688,0.1714110805,0.451322314,81,0.4441964286,0.3311258278,0.05390334572,0.07337051237,0.01733260354,0.2312652492,2.421935369,-1.691409869,-0.6666822404,0.06384325943,85.27918782,12.69035533,31.47208122,57.36040609
41051001602,5024,0.1646098726,0.1086783439,0.2802197802,0.5748407643,0.047,0.08,0.124,8370.385735,3388.806645,0.1930182941,0.02964959569,0.5953045822,85,0.5555268595,0.2707006369,0.09902000817,0.2484076433,0.1269614836,0.4633757962,-0.3794089578,0.416687031,0.02586506636,0.0631431395,43.14720812,64.97461929,54.82233503,56.85279188
